index,success,ik_time_ms,pos_err_m,rot_err_rad,failure_reason
366,1,1.016936,1.9225636026753863e-10,0.0,
367,1,0.774252,2.851272053959058e-07,2.043144285798385e-07,
368,1,0.773525,1.0583952664677797e-07,1.0154679439902905e-06,
369,1,0.718038,6.47074903471671e-10,0.0,
370,1,0.601207,1.156913270865442e-07,2.1073424255447025e-07,
371,1,0.698488,8.402573483374073e-08,2.598106231415675e-07,
372,1,0.733625,5.330033293063256e-09,5.960464477539063e-08,
373,1,0.708593,3.0011605775540834e-07,1.4082976997746114e-06,
374,1,1.810089,8.477269257227272e-07,9.680021863527223e-07,
375,1,0.893896,1.6380672089103293e-06,4.164974515548615e-06,
376,1,0.869752,1.985583056570966e-06,8.312871571632033e-06,
377,0,9.255318,nan,nan,ik_failed_-31
378,1,1.053718,1.5585187616016024e-10,0.0,
379,1,1.161469,1.311274649780738e-08,7.300048299977715e-08,
380,1,0.767855,6.015750207433442e-07,4.6169559314339464e-07,
381,1,0.936496,2.603849209332227e-07,2.6281863651592266e-06,
382,1,1.013671,2.4056536217900983e-06,5.469761426937866e-06,
383,1,0.712648,2.420716597913365e-08,6.664001874625056e-08,
384,1,0.712242,5.217401176257676e-09,0.0,
385,1,0.947379,4.7133143129614295e-09,0.0,
386,1,0.736575,2.1660954073135508e-08,0.0,
387,1,0.928143,1.0224743970263275e-09,0.0,
388,1,1.056440,1.0187547515690795e-06,3.4452309648085147e-06,
389,1,0.958444,4.0732331456326374e-08,3.31864617039563e-07,
390,1,1.009728,1.1434780703599973e-06,3.210085049552903e-06,
391,1,0.910173,1.7887472024744313e-11,0.0,
392,1,0.900025,8.892567616403839e-07,8.256749418567778e-06,
393,1,0.819105,2.3753200168228858e-07,1.7841612752790764e-06,
394,1,0.863076,1.321021717048203e-06,1.2808065978851714e-06,
395,1,0.926950,3.5404878446396394e-08,6.664001874625056e-08,
396,1,0.765774,1.5743662962501118e-11,0.0,
397,1,0.833167,3.17453479165553e-06,5.095064165543875e-06,
398,1,0.693954,1.1702289853023868e-10,0.0,
399,1,1.097095,4.292165563051265e-10,0.0,
400,1,0.882393,3.5650065698400307e-06,3.4974266534286666e-06,
401,1,0.835999,9.794401161055688e-08,5.960464477539063e-08,
402,1,0.749207,3.521590837647325e-08,1.1920928955078128e-07,
403,1,0.836864,1.8595234422687496e-06,1.5887740773275125e-06,
404,1,0.751720,6.826116396153967e-10,0.0,
405,1,0.738962,4.0740305682349884e-08,1.8371385344770487e-07,
406,1,0.885885,4.607527295338863e-11,0.0,
407,1,0.831800,6.557359647921293e-07,2.346637211445515e-07,
408,1,2.058466,2.0667603017883832e-07,2.8740318897345554e-07,
