index,success,ik_time_ms,pos_err_m,rot_err_rad,failure_reason
413,1,0.654947,6.3782118634179385e-06,9.142515129859214e-06,
414,1,0.550634,5.968623466292632e-08,1.1920928955078128e-07,
415,1,0.516197,9.46706232618796e-09,0.0,
416,1,0.473056,7.211167432954659e-09,5.16191365590357e-08,
417,1,0.455572,4.541640449249897e-08,8.429369702178807e-08,
418,1,0.494946,4.5739983761817306e-08,1.1367935611463134e-06,
419,1,0.435269,7.583092965524189e-07,5.794233708150282e-07,
420,1,0.469714,3.902119326715767e-07,9.180856824367939e-07,
421,1,0.466649,4.550292634602367e-07,2.080620488608819e-06,
422,1,0.495893,1.00356045557734e-08,0.0,
423,1,0.385705,9.967082776267925e-07,2.271828513967985e-06,
424,1,0.501290,2.0180795983529735e-07,5.701519986900406e-07,
425,1,0.492219,1.2650819583063484e-07,3.31864617039563e-07,
426,1,0.484382,3.6436313030417865e-09,0.0,
427,1,1.012643,2.1766511931504622e-07,5.997601687162573e-07,
428,1,0.514908,5.1461421269156616e-08,7.300048299977715e-08,
429,1,0.590557,2.204196346797623e-06,1.8996496832947595e-06,
430,1,0.597973,2.9093266532963804e-08,9.424321830774485e-08,
431,1,0.550606,1.0436340298824367e-08,3.9085379387748307e-07,
432,1,0.498505,3.3596578373389193e-09,0.0,
433,1,0.473159,9.918774905336537e-08,4.2357058535671e-07,
434,1,0.633348,2.0485944670172435e-09,0.0,
435,1,0.419409,4.237417575471324e-11,0.0,
436,1,0.909796,1.4061538759431023e-09,0.0,
437,1,0.528545,8.084441823830632e-11,0.0,
438,1,0.612625,9.611086473085466e-09,0.0,
439,1,0.581029,3.759452941450792e-09,0.0,
440,1,0.385430,2.345406408585411e-07,2.2150163860396144e-06,
441,1,0.426133,5.51633396463604e-09,0.0,
442,1,0.399858,1.1452520481662736e-06,1.6654672631798115e-06,
443,1,0.473982,3.442825898651268e-06,9.421729785824531e-06,
444,1,0.429501,1.7390949140698105e-07,2.2302015940987725e-07,
445,1,0.424529,4.8372829838075375e-06,8.373657117517322e-06,
446,1,0.409016,2.29305875437609e-06,3.461562517155711e-06,
447,1,0.421119,1.5093550402012648e-10,0.0,
448,1,0.437380,1.0391088840500814e-07,2.210199382035633e-07,
449,1,0.570476,1.7227761643972991e-09,0.0,
450,1,0.410859,1.3534535195127271e-06,4.051910424498847e-06,
451,1,0.622510,3.1298257272215285e-08,1.1542389828584842e-07,
452,1,0.522496,2.6002277824305688e-11,0.0,
453,1,0.587345,1.1264004011124068e-06,1.996755599975669e-06,
454,1,0.653299,5.380054165746823e-09,0.0,
455,1,0.776311,3.4878740316290886e-09,0.0,
456,1,0.831021,7.676557003328327e-11,0.0,
457,1,0.736558,4.158922312045313e-09,0.0,
458,1,0.710064,2.6021557791583372e-08,4.2146848510894035e-08,
459,1,0.658692,2.067974644013961e-08,1.8611544365878105e-07,
460,1,0.568852,3.409355345913845e-08,3.6500241499888623e-07,
461,1,0.627338,1.7669680972869647e-10,0.0,
462,1,0.693941,3.4058187312617685e-10,0.0,
463,1,0.483061,8.278898882880726e-08,8.940696716308595e-08,
